INT1	INT2	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)	Co-expression	Genetic interactions	Protein-protein interactions (high-throughput)	Domain co-occurrence	Genomic context	Phylogenetic similarity	Predicted from 3D structure	Conditional genetic interactions	Co-citation	Protein-protein interactions (low-throughput)
SLG1	TPK2	0.000	0.798	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	CSG2	0.030	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.764	0.000	GSE17877	0	0	0	0	0	0	0	24165882	0
SLG1	RSB1	0.000	0.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	TOS3	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	YCK3	0.000	0.392	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	FMP48	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	TDH2	0.000	0.355	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	KES1	0.000	0.152	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	GAL7	0.000	0.182	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	GPD1	0.000	0.256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	NTH1	0.000	0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.388	0.000	0	21987634	0	0	0	0	0	0	24165882	0
SLG1	TPS2	0.000	0.449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	FAB1	0.000	0.708	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
SLG1	LSB6	0.546	0.721	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15899877	20526336	0	0	0	0	0	0	0	0
SLG1	DPL1	0.000	0.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
SLG1	GOR1	0.000	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	QCR10	0.000	0.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	TAZ1	0.000	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	DOA4	0.000	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	AKR1	0.000	0.791	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
SLG1	BRO1	0.000	0.691	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20526336	0	0	0	0	0	0	0	0
SLG1	MGR1	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	VPS52	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.441	0.000	0	0	0	0	0	0	0	0	24165882	0
SLG1	GET1	0.052	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22558379	0	0	0	0	0	0	0	0	0
SLG1	RHO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.949	0.000	0	0	0	0	0	0	0	0	24165882	0
SLG1	FMC1	0.000	0.105	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	AIM5	0.000	0.091	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	FCJ1	0.000	0.073	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
SLG1	AIM13	0.000	0.144	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
DBF20	SKY1	0.000	0.000	0.000	0.396	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
DBF20	IRE1	0.000	0.000	0.000	0.000	0.000	0.070	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
DBF20	SLM4	0.525	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
DBF20	SEC16	0.000	0.000	0.713	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	20489023	0	0	0	0	0	0	0
DBF20	RTG3	0.824	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Nutrition	0	0	0	0	0	0	0	0	0
DBF20	MKK1	0.000	0.000	0.000	0.760	0.661	0.528	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	MKK2	0.000	0.000	0.000	0.760	0.767	0.552	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	SKS1	0.000	0.000	0.000	0.396	0.000	0.365	0.127	0.000	0.000	0.000	0	0	0	24165882	0	24165882	12499311	0	0	0
DBF20	YPK1	0.000	0.000	0.916	0.990	0.684	0.588	0.000	0.000	0.000	0.871	0	0	20489023	24165882	24165882	24165882	0	0	0	24165882
DBF20	FPK1	0.000	0.000	0.000	0.966	0.597	0.708	0.001	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
DBF20	KIC1	0.000	0.000	0.000	0.760	0.094	0.702	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	YCK1	0.000	0.000	0.000	0.396	0.356	0.210	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	YCK2	0.542	0.000	0.000	0.396	0.767	0.206	0.000	0.000	0.000	0.000	15899877	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	YPK2	0.000	0.000	0.000	0.990	0.870	0.641	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	CBK1	0.000	0.000	0.000	0.990	0.767	0.652	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	SKM1	0.000	0.000	0.000	0.000	0.597	0.646	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
DBF20	GIN4	0.000	0.000	0.000	0.760	0.296	0.689	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	SNF1	0.000	0.000	0.000	0.000	0.684	0.615	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
DBF20	PSK1	0.000	0.000	0.000	0.019	0.000	0.362	0.576	0.000	0.000	0.000	0	0	0	24165882	0	24165882	12499311	0	0	0
DBF20	PSK2	0.000	0.000	0.000	0.000	0.000	0.313	0.025	0.000	0.000	0.000	0	0	0	0	0	24165882	12499311	0	0	0
DBF20	CMK1	0.000	0.000	0.000	0.760	0.767	0.418	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	CMK2	0.000	0.000	0.000	0.760	0.857	0.506	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	PTP1	0.000	0.328	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	19269370	0	0	0	0	0	0	0	0
DBF20	TPK2	0.000	0.000	0.000	0.969	0.000	0.606	0.404	0.000	0.000	0.000	0	0	0	24165882	0	24165882	12499311	0	0	0
DBF20	KOG1	0.000	0.000	0.220	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	20489023	0	0	0	0	0	0	0
DBF20	SAK1	0.000	0.000	0.000	0.760	0.000	0.595	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	TOS3	0.000	0.000	0.000	0.760	0.000	0.654	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	AKL1	0.000	0.000	0.280	0.134	0.068	0.240	0.630	0.000	0.000	0.000	0	0	20489023	24165882	24165882	24165882	12499311	0	0	0
DBF20	YCK3	0.000	0.000	0.000	0.134	0.222	0.020	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	KSP1	0.000	0.000	0.000	0.134	0.000	0.565	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	MPS1	0.000	0.000	0.000	0.760	0.430	0.457	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	KIN1	0.000	0.000	0.000	0.000	0.296	0.674	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
DBF20	FMP48	0.000	0.000	0.000	0.134	0.000	0.595	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	YAK1	0.000	0.000	0.000	0.760	0.094	0.145	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	KNS1	0.000	0.000	0.000	0.760	0.000	0.000	0.000	0.000	0.000	0.000	0	0	0	24165882	0	0	0	0	0	0
DBF20	KIN2	0.000	0.000	0.000	0.000	0.296	0.629	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
DBF20	RIM11	0.000	0.000	0.000	0.760	0.094	0.338	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	TDA1	0.000	0.000	0.000	0.760	0.157	0.134	0.000	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	0	0	0	0
DBF20	NPR1	0.000	0.000	0.000	0.396	0.000	0.499	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	KIN4	0.000	0.000	0.000	0.760	0.094	0.769	0.171	0.000	0.000	0.000	0	0	0	24165882	24165882	24165882	12499311	0	0	0
DBF20	HRK1	0.000	0.000	0.000	0.396	0.000	0.413	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	FRK1	0.000	0.000	0.000	0.760	0.000	0.489	0.000	0.000	0.000	0.000	0	0	0	24165882	0	24165882	0	0	0	0
DBF20	ENV7	0.000	0.000	0.000	0.158	0.000	0.098	0.658	0.000	0.000	0.000	0	0	0	24165882	0	24165882	12499311	0	0	0
DBF20	GAL7	0.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
DBF20	TAZ1	0.735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15899877	0	0	0	0	0	0	0	0	0
DBF20	SFT2	0.461	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
DBF20	IWR1	0.427	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	15899877	0	0	0	0	0	0	0	0	0
DBF20	YDL199C	0.109	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20233714	0	0	0	0	0	0	0	0	0
RNY1	CIS1	0.499	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19804647	0	0	0	0	0	0	0	0	0
RNY1	VPS34	0.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
RNY1	CUE5	0.196	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	ATG19	0.891	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	NVJ1	0.880	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
RNY1	SNF8	0.000	0.817	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
RNY1	AFT2	0.000	0.965	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	20093466	0	0	0	0	0	0	0	0
RNY1	VID28	0.825	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	SDS24	0.923	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19536156	0	0	0	0	0	0	0	0	0
RNY1	SIP2	0.819	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	HSP104	0.684	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	UGA2	0.977	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE23012	0	0	0	0	0	0	0	0	0
RNY1	MCR1	0.761	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23001663	0	0	0	0	0	0	0	0	0
RNY1	PSK1	0.621	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22306294	0	0	0	0	0	0	0	0	0
RNY1	PTP1	0.948	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19536156	0	0	0	0	0	0	0	0	0
RNY1	TPK2	0.893	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	CSG2	0.061	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22745270	0	0	0	0	0	0	0	0	0
RNY1	RSB1	0.138	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
RNY1	AKL1	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22289124	0	0	0	0	0	0	0	0	0
RNY1	KIN1	0.362	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	RIM11	0.488	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	26150418	0	0	0	0	0	0	0	0	0
RNY1	TDA1	0.437	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	PRB1	0.876	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20581845	0	0	0	0	0	0	0	0	0
RNY1	GAL7	0.655	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE23012	0	0	0	0	0	0	0	0	0
RNY1	GPD1	0.844	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17043222	0	0	0	0	0	0	0	0	0
RNY1	NTH1	0.983	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
RNY1	TPS2	0.913	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	GOR1	0.706	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
RNY1	HFD1	0.970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23001663	0	0	0	0	0	0	0	0	0
RNY1	CYC7	0.875	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	TAZ1	0.554	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
RNY1	PHM8	0.431	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19158363	0	0	0	0	0	0	0	0	0
RNY1	DOA4	0.895	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22384390	0	0	0	0	0	0	0	0	0
RNY1	NPL4	0.889	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
RNY1	YDR018C	0.902	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21348598	0	0	0	0	0	0	0	0	0
RNY1	VPS73	0.742	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
RNY1	VPS13	0.394	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	YPT53	0.802	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	SFT2	0.815	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	Stanford Microarray Database Nutrition	0	0	0	0	0	0	0	0	0
RNY1	IWR1	0.784	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22719263	0	0	0	0	0	0	0	0	0
RNY1	YDL199C	0.945	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
RNY1	YBR137W	0.980	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	24170935	0	0	0	0	0	0	0	0	0
RNY1	MSP1	0.269	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
RNY1	COQ4	0.957	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	GYP7	0.973	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	19536156	0	0	0	0	0	0	0	0	0
RNY1	TVP15	0.704	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20737431	0	0	0	0	0	0	0	0	0
RNY1	UBX3	0.666	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	GSE23012	0	0	0	0	0	0	0	0	0
RNY1	AIM37	0.349	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	23001663	0	0	0	0	0	0	0	0	0
ENA1	NHX1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.957	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	KHA1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.898	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	SKY1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.312	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	CPR3	0.000	0.000	0.000	0.000	0.000	0.087	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	MKK2	0.000	0.000	0.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	22940862	0	0	0	0	0	0	0
ENA1	KIC1	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	MDH1	0.000	0.000	0.000	0.000	0.000	0.103	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	SNF1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.468	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	HSP104	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	TOS3	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.354	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	KIN4	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	GPD1	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.812	0.000	0	0	0	0	0	24165882	0	0	24165882	0
ENA1	GOR1	0.000	0.000	0.000	0.000	0.207	0.009	0.000	0.000	0.000	0.000	0	0	0	0	24165882	24165882	0	0	0	0
ENA1	HFD1	0.000	0.000	0.000	0.000	0.000	0.125	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	OYE2	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	PSR2	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.595	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	ARL1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.363	0.000	0	0	0	0	0	0	0	0	24165882	0
ENA1	TCD1	0.000	0.000	0.000	0.000	0.000	0.099	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
ENA1	TCD2	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0	0	0	0	0	24165882	0	0	0	0
NHX1	KHA1	0.000	0.651	0.000	0.000	0.000	0.000	0.000	0.000	0.958	0.000	0	21987634	0	0	0	0	0	0	24165882	0
NHX1	BET3	0.000	0.662	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	COG7	0.000	0.767	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	COG6	0.000	0.818	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	COG5	0.000	0.811	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	IRE1	0.000	0.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	TRS20	0.000	0.119	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	YPT31	0.000	0.219	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	BET5	0.000	0.155	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	SEC16	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	NVJ1	0.000	0.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	RTG3	0.000	0.387	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	SNX4	0.000	0.605	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	VPS36	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.557	0.000	0	0	0	0	0	0	0	0	24165882	0
NHX1	MSN4	0.000	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	MSN2	0.000	0.064	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	PHO4	0.113	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20231268	0	0	0	0	0	0	0	0	0
NHX1	VMA1	0.000	0.887	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	GET3	0.000	0.654	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	BEM1	0.000	0.849	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	RCE1	0.000	0.172	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	YCK1	0.000	0.430	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	MDH1	0.000	0.504	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	SNF1	0.000	0.735	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	LOT6	0.226	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
NHX1	CSG2	0.000	0.834	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	ARV1	0.000	0.626	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	RIM11	0.656	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
NHX1	NPR1	0.738	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	21931566	0	0	0	0	0	0	0	0	0
NHX1	KES1	0.000	0.700	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	ROY1	0.623	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	20231268	0	0	0	0	0	0	0	0	0
NHX1	FAB1	0.000	0.000	0.420	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0	22940862	0	0	0	0	0	0	0
NHX1	CSF1	0.000	0.632	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	VMA2	0.000	0.885	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	DOA4	0.000	0.536	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	PHO86	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	ERD1	0.000	0.822	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	BRO1	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.481	0.000	0	0	0	0	0	0	0	0	24165882	0
NHX1	ARL1	0.000	0.606	0.000	0.000	0.000	0.000	0.000	0.000	0.804	0.000	0	21987634	0	0	0	0	0	0	24165882	0
NHX1	VPS73	0.000	0.199	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	VPS13	0.000	0.912	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	SFT2	0.000	0.521	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	GET2	0.000	0.878	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
NHX1	IWR1	0.392	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	18854817	0	0	0	0	0	0	0	0	0
NHX1	VPS52	0.000	0.901	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	21987634	0	0	0	0	0	0	0	0
